ID,Title,Brand,Category,Description,Specifications
moXlkADK7m1DHgGwWwEgQe,"","AudioQuest","hi-fi-audio/dacs","See the Comparison Chart below for the differences between the AudioQuest Dragonfly Black, Red and Cobalt. AudioQuest Dragonfly Comparison Chart",""
moXlkADK7m1DHgGwWwEgal,"","Topping","hi-fi-audio/dacs","Reliable audio accessory built to last.",""
moXlkADK7m1DHgGwWwzeV4,"","KEF","hi-fi-audio/speakers/wireless-speakers","Welcome to a world of High-Fidelity sound that is true enough to touch. This all-in-one speaker system in its second generation: upgraded to deliver a more balanced sound in higher resolution with all-inclusive connectivity. Simply stream anything including AirPlay 2, Chromecast, Spotify and Tidal, or seamlessly connect the LSX II to your laptop, TV and many other devices. KEF is obsessed with bringing a superior listening experience whatever the size of the speaker. With built-in support of streaming up to 24bit/384kHz and dedicated amplifiers inside each speaker, LSX II offers the highest quality sound in its size and makes high-fidelity sound accessible to a wider range of listeners.",""
moXlkADK7m1DHgGwWwzejm,"","Chord Electronics","hi-fi-audio/media-players-and-streamers","The Chord Electronics Poly is a portable music streamer/player that combines with Mojo to wirelessly stream from connected devices and playback from its Micro SD, all with smartphone control. It enables hi-fi sound quality at home or on-the-go. Poly is a revolutionary music streamer, the first of its kind in the world. When partnered with Mojo, it enables music streamed from a range of wirelessly connected devices to be enjoyed in the best possible sound quality, whether at home or on the go. Poly is also a music player: its unlimited-capacity Micro SD card slot can house huge libraries and liberate storage on smart devices. Full smartphone control using everyday apps enables effortless music playback whether streaming or playing music from the Micro SD.Poly directly connects to Mojo’s award-winning audio processing (DAC) technology dramatically improving the audio quality of streamed music. Its advanced design enables everyday devices, including Android and Apple smartphones/tablets, to become portable ‘hi-fi-quality’ digital audio players: the smartphone becomes the controller, with Poly and Mojo doing the high-level audio processing. Poly can also be used with computers and laptops, plus it can access networked audio stored on NAS drives using popular DLNA apps. Playback is via Mojo’s twin headphone outputs, plus home and in-car audio systems with auxiliary (AUX) inputs can also benefit from improved sound quality.",""
moXlkADK7m1DHgGwWwzgHO,"","Sennheiser","speakers/soundbars","The world's best soundbar has a new name: AMBEO Soundbar Max harnesses the power of a multi-speaker home cinema system to deliver a 3D audio experience like you've never heard before. And thanks to an advanced room calibration, it immerses you in studio-grade sound adapted to the specifics of your living room for an unforgettable 3D experience.",""
moXlkADK7m1DHgGwWwzgvq,"","Sennheiser","headphones/wireless | headphones/gaming | headphones/over-ear","Enjoy your favorite music like never before with our audiophile-inspired 42mm transducer system that delivers brilliant dynamics, clarity and musicality. Make the sound perfect for you using the built-in EQ, presets, sound modes, and Sound Personalization feature, which tailors the audio to your individual hearing.",""
moXlkADK7m1DHgGwWwzilq,"","KEF","speakers/subwoofers | speakers/powered","Introducing the KEF Kube 10 MIE, a 10-inch front-firing active subwoofer designed to deliver remarkable bass extension and control. Equipped with a sealed cabinet and 300 Watts of power, the Kube 10 MIE is optimized to dynamically enhance bass depth and dynamics, unlocking its full potential for an immersive audio experience. The Kube 10 MIE's sealed cabinet design facilitates optimal placement, while its contemporary design seamlessly blends with any room's decor. This subwoofer not only sounds incredible but also adds a touch of elegance to your living space.",""
moXlkADK7m1DHgGwWwzkms,"","JBL","headphones/noise-cancelling | headphones/gaming | headphones/travel | headphones/in-ear","Experience the ultimate audio journey with the JBL Tour Pro 2. Armed with the revolutionary True Adaptive Noise Cancelling technology, these earbuds adapt to your surroundings, offering an immersive and spatial audio experience. Powered by the iconic JBL Pro Sound, the Tour Pro 2 ensures that you can enjoy your favourite tunes or relish the tranquility it provides anywhere you go. Forget the hassle of misplaced earbuds. The JBL Tour Pro 2 introduces the ‘Find My Buds’ feature, where a loud sound helps locate the missing bud quickly, saving you time and worry.",""
moXlkADK7m1DHgGwWwznPb,"","Bowers & Wilkins","headphones/wireless | headphones/gaming | headphones/in-ear","Enjoy premium sound and exceptional comfort with the Bowers & Wilkins Pi7 S2 Wireless In-Ear Headphones. These ultra-lightweight headphones offer clear, natural audio with proprietary drivers that deliver powerful bass, natural mids, and clear treble. Connect wirelessly for 8 hours of listening and make hands-free calls. Experience exceptional sound quality and convenience. Experience excellent sound quality with the Bowers & Wilkins Pi7 S2 Wireless In-Ear Headphones. Featuring a true 24-bit connection with aptX™ Adaptive technology, they deliver dynamic, high-resolution audio that adjusts automatically for rich, detailed sound. Enjoy your favorite music and movies in clarity like never before.",""
moXlkADK7m1DHgGwWwzsZX,"","PSB","speakers/subwoofers | speakers/powered","PSB redefined high performance and high value with their legendary Alpha Series speakers and the new Alpha S10 active subwoofer continues that tradition in the all-important bass region. Though the S10 is compact and affordable, it gets down to business for music and home theater systems when deep bass is a must. The Alpha S10 meets the challenge featuring a long throw 10” woofer with polypropylene cone in a specially tuned bass reflex enclosure. Add DSP control and a state-of-the-art digital amplifier and the magic begins. Affordable Excellence With Audiophile PedigreePSB has been making critically-acclaimed speakers for more than 45 years and are especially famous for speakers that deliver high bang for the buck. The Alpha S10 will astound with adding lifelike realism for both music and movies to PSB speakers or any high performance speaker.",""
moXlkADK7m1DHgGwWwzwUF,"","Noble Audio","headphones/wireless | headphones/gaming | headphones/over-ear","Introducing the Noble Audio FoKus Apollo, a revolutionary step into the world of wireless over-ear headphones. As Noble Audio's first over-ear model, the FoKus Apollo features the world's first patented hybrid dual driver arrangement, combining a 40mm dynamic driver with a 14.5mm planar magnetic driver. This unique combination delivers an unparalleled audio experience, blending powerful bass with delicate, crystal-clear mid and high frequencies. The Noble Audio FoKus Apollo is equipped with the latest Bluetooth 5.3 technology, providing a seamless and stable connection. With support for multipoint connection, you can easily switch between devices without any interruptions. Enjoy lossless audio quality with a range of supported codecs, including LDAC, AAC, aptX, and aptX HD, ensuring that your music sounds its best no matter what device you're using.",""
moXlkADK7m1DHgGwWx071u,"","Final Audio","headphones/wireless | headphones/studio | headphones/studio-and-recording | headphones/gaming","Throughout the journey of pursuing true high-quality sound, by thoroughly exploring our creativity and innovation, and subsequently performing intensive R&D in audio, acoustic, psychoacoustic, and material engineering, we came up with the Air Film Damping System (AFDS) planar magnetic flagship headphones model, the D8000, in 2017 and introduced the Truly Pure Beryllium diaphragm-driven flagship IEM (In-Ear Monitor) model, the A8000, in 2019. Both flagship models deliver the highest level of “Transparency” in music playback and have achieved a breakthrough in hi-fi audio, presenting a completely new perception of and experience in discovering music. The code “8000” represents the milestones of final in our relentless pursuit of new and innovative ideas, challenging limits, and realizing the impossible. Now, in 2022, we proudly introduce another new model into our 8000 flagship lineup, the ZE8000. ZE8000 is a pair of Truly Wireless Stereo (TWS) earbuds that has been delicately designed in both its hardware and software so as to manifest the acoustic properties — 8K SOUND — newly discovered by final. Utterly different from conventional sound design approaches, this brand new 8K SOUND technology exceeds the achievement of “Transparency” accomplished by the D8000 and A8000, and delivers an unprecedented level of clarity, with the true identity of every bit of sound revealed in full force, promising a whole new level of music enjoyment.",""
moXlkADK7m1DHgGwWxMiAf,"","Focal","accessories/stands","The Focal HPStand Headphone Stand was designed to support the Elear and Utopia and now the Clear! The stand shape is reminiscent of the Focal logo and allows positioning of the Elear, Clear and Utopia headphones easily and without damage to the ear cups. Designed in stainless steel with a synthetic stone base, the stand is rigid and well weighted, providing greater stability. This support is ideal to highlight the Elear, Clear and Utopia headphones at home or in a recording studio. Designed originally for the Elear and Utopia headphones, this stand is versatile enough for any on- or over-ear headphone set including Focal's brand new Clears. With a solid base and balanced design, your headphones sit securely and comfortably on this stand.",""
moXlkADK7m1DHgGwWxMiDQ,"","Focal","accessories/tips-and-ear-pads","Premium, perforated microfibre ear pads for the Focal Clear. These ear pads can be used for any of Focal's high-end headphone line-up (Elear, Elex, Elegia, Utopia).",""
moXlkADK7m1DHgGwWxMkTA,"","KEF","accessories/wall-mounts | accessories/speaker-stands","The S1 Floor Stand is designed to partner the LSX II Wireless HiFi system. S1 boasts a cable management system that hides any wires, while the integrated mounting system rigidly bonds LSX II and the stand together, creating the perfect platform to perform. *Speakers are not included.",""
moXlkADK7m1DHgGwWxMkkd,"","Moondrop","audio/cables","Unleash Superior Sound with Moondrop Free DSP IEM Cable Introducing the Moondrop Free DSP IEM Cable, a revolution in the realm of high-fidelity audio. This cutting-edge IEM cable is crafted for audiophiles who seek unparalleled sound quality and precision in their listening experience. Low Distortion for Pure Audio Clarity The Moondrop Free DSP IEM Cable boasts an impressively low distortion rate of just 0.0008%. This minimal distortion rate, combined with a wide dynamic range of 120dB, ensures that you hear every detail of your music with utmost clarity. Its fully balanced output and four-layer gold-plated circuit are designed to deliver audio with high precision, allowing you to immerse yourself in a world of pure, unaltered sound. Exquisite Silver-Plated Design for Optimal Signal Transmission Crafted with a blend of 75-core high-purity oxygen-free copper and silver-plated wires using the Litz structure, the cable guarantees superior signal transmission. This meticulous design effectively isolates the in-line control and microphone from the audio output signals, ensuring that the sound quality remains pristine and unimpacted. Hassle-Free Audio Control at Your Fingertips The Free DSP IEM Cable features a dedicated in-line control and microphone module with three buttons, offering effortless management of volume, playback, and call functions. Experience the convenience of easily controlling your audio without compromising on sound quality. USB-C Connectivity for Universal Compatibility Equipped with a USB-C port, the Free DSP IEM Cable offers seamless plug-and-play compatibility with a wide range of devices including smartphones, tablets, and computers. This universal connectivity eliminates the need for additional drivers, making it an ideal choice for users seeking hassle-free audio solutions. Superior Audio Quality over USB-C Unlike typical USB-C cables, the Free DSP IEM Cable stands out with its exclusive online interactive DSP function, delivering audio quality that surpasses conventional expectations. Enjoy a high-fidelity audio experience without the usual concerns of signal transmission delays and quality degradation associated with wireless earphones. High-End Components for Professional Audio The meticulously selected high-precision components and four-layer gold-plated circuit in the Moondrop Free DSP IEM Cable are engineered to meet the demands of professional audio. This high-quality engineering ensures that every note and nuance in your music is reproduced with exceptional clarity and precision. The Ultimate Choice for Audiophiles The Moondrop Free DSP IEM Cable is more than just a cable; it's an essential tool for audiophiles who demand the best in sound quality. With its low distortion, high-quality design, effortless control, and universal compatibility, this cable sets a new standard in the world of high-fidelity audio. Whether you're a music enthusiast, a professional sound engineer, or an audiophile, the Moondrop Free DSP IEM Cable is designed to elevate your audio experience to new heights.",""
moXlkADK7m1DHgGwWxMmzS,"","Meze","audio/cables"," Copper upgrade cable for Meze Empyrean or any compatible 4 pin mini-XLR headphone (Audeze LCD Series, ZMF Headphones) Braided Furukawa PCUHD copper 4 pin mini-XLR headphone termination  0.04 mm*140 conductors in 8 wire to 4 wire continuous braid USA made TPE Sleeve Jensen 4% silver Soldering Oxygen free copper purity is 99.99% (5 ppm or less) Compatible Headphones: Meze Audio Empyrean Meze Audio ELITE Audeze LCD-2 Classic Audeze LCD-2 Classic Closed-Back Audeze LCD-2 Audeze LCD-GX Audeze LCD-X Audeze LCD-XC Audeze LCD-3 Audeze LCD-4z ZMF Headphones",""
moXlkADK7m1DHgGwWxMnjQ,"","AudioQuest","/accessories/audio-cables","When USB devices are bulky and take up excess room next to other USB ports, the DragonTail USB 2.0 Extender from AudioQuest could prove useful. This USB extender is slim and connects to a USB device to conserve space and allow you to connect other USB devices next to it. Its flexible design allows you to use it in a variety of mobile applications. Available in the following configurations: USB A Male to USB A Female USB A Female to USB Micro USB A Female to USB C",""
moXlkADK7m1DHgGwWxMnxD,"","AudioQuest","/accessories/power-cables","Ideal for video displays, powered speakers, and all electronics, NRG-Z3 (3-pole) cables use direction-controlled Perfect-Surface Copper (PSC) conductors in a Semi-Solid Concentric arrangement in which the individual copper strands are packed more tightly and never change position within the bundle. This construction significantly reduces strand interaction distortion. The astonishingly smooth and pure Perfect-Surface conductors minimize distortion caused by grain boundaries and surface discontinuities that exist in any metal conductor. In addition, NRG-Z3's direction-controlled silver-plated shield conductors efficiently drain RF noise to ground. SEMI-SOLID CONCENTRIC PERFECT-SURFACE COPPER+ (PSC+) CONDUCTORS In a Semi-Solid Concentric arrangement, the conductor strands are packed more tightly and never change position within the bundle. This construction significantly reduces strand-interaction distortion. The extremely pure and smooth surface PSC+ conductors minimize distortion caused by the grain boundaries that exist within any metal conductor. 

SILVER-PLATED DRAIN WIRES
Direction-controlled Silver-Plated shield conductors efficiently drain RF noise from the line and neutral shields to ground via the third “ground” pin. The net result is powerful, dynamic, and immersive.
 

ZERO CHARACTERISTIC IMPEDANCE
While many AC power cables feature low DC resistance in order to accommodate the demand for high current, a cable’s characteristic impedance is also crucial for optimal performance. Unlike most AC cables that constrict or compress an audio-provoked transient, AudioQuest AC cables combine low DC resistance and zero (no) characteristic impedance in order to deliver uncompressed transients on demand.
",""
n10eAegrGspodtsQvneFiH,"","Hifiman","headphones/over-ear | headphones/wired | headphones/gaming | headphones/over-ear","Our Take: ﻿A direct competitor to the Sennheiser HD800S, Focal Clear and Audeze LCD-X, the Hifiman Arya are perfect for anyone that craves an expansive soundstage (not on the level of the HD800S) and a brighter sound signature. Lightweight and comfortable, the Arya are easy to leave on your head all day while you're at the office or at home listening to music. With a recent price drop from $1599 to $1299, the Hifiman Arya Planar Magnetic Headphones will not disappoint. Arya is the culmination of HifiMan’s work. Never has a company brought this kind of Planar performance at this price point. Fast, wide soundstage and mind-blowing detail make the Arya a must-listen. HifiMan Arya features a driver based on the HE1000 V2 headphones, one of the best drivers on the market in our opinion, which raises the sonic characteristics to a considerably higher level than similarly priced products.",""
n10eAegrGspodtsQvneG1i,"","Focal","headphones/over-ear | headphones/wired | headphones/gaming | headphones/over-ear","The Focal Clear is a new over-ear open-back headphone from Focal made for audiophiles. The Clear bridges the gap perfectly between the Elear and the Utopia, finally giving you an option between their price points. The Clear has all the strengths of the Elear with none of its faults. Gone is the mid-range dip and uncomfortable pads. The Clear has excellent bass extension, clear, detailed mids and highs that truly stand out. The Clear also features perforated memory foam cushions and a lighter design meaning it can be used for extended listening periods with ease! ","Sensitivity: 104dB SPL / 1mW @ 1kHz; Total Harmonic Distortion (THD): 0,25% @ 1kHz / 100dB SPL; Frequency Response: 5Hz - 28kHz; Driver Type: Dynamic; Driver Materials & Size: 1.6"" (40mm) Aluminum/Magnesium 'M'-shape dome; Headphone Weight: 450 grams; Warranty: 3 years manufacturer's warranty"
n10eAegrGspodtsQvneN6x,"","Sennheiser","headphones/on-ear | headphones/wired | headphones/gaming | headphones/over-ear","Powered by Sennheiser’s proprietary transducer technology including the “Ergonomic acoustic refinement” (E.A.R.) design, which channels the audio signal directly into your ears. Featuring a contemporary design that is both attractive and ergonomic. A real treat for all, who listen to their music with a sense of discovery. The closed-back over-ear design of the HD 569 provides you with two benefits: Firstly, a great soundstage, brilliantly filled by Sennheiser’s proprietary transducer system with rich detail and a powerful bass response. Secondly, an effective acoustic isolation – outside noise stays out, the music stays in. So you can enjoy your music without disturbing anyone.",""
n10eAegrGspodtsQvneQBQ,"","Dan Clark Audio","headphones/on-ear | headphones/wired | headphones/gaming | headphones/over-ear","The Dan Clark Audio NOIRE X Planar Magnetic Headphones redefine midrange audio performance with cutting-edge technology and an elegant, ergonomic design. As an update to the iconic AEON 2 NOIRE, NOIRE X incorporates Dan Clark Audio’s state-of-the-art Acoustic Metamaterial Tuning System™ (AMTS™) and an enhanced planar driver, delivering exceptional sound clarity and tonal accuracy. Its dramatic black-on-black aesthetic, improved ear pads, and Gorilla Glass 3-clad ear cups make it a visually stunning and highly functional audio accessory. Engineered for versatility and comfort, the NOIRE X is a game-changer in its class. Whether you’re an audiophile or casual listener, these headphones offer remarkable value by combining luxurious materials with groundbreaking acoustic engineering. Designed to deliver a fully immersive audio experience, NOIRE X is the perfect companion for all music genres and listening environments.",""
n10eAegrGspodtsQvneQzx,"","Sennheiser","headphones/on-ear | headphones/wired | headphones/studio | headphones/studio-and-recording | headphones/gaming | headphones/over-ear","The Sennheiser HD 800 and the HD800S are legendary headphones in the headphone community. The brand new HD 820 Closed-Back headphones from Sennheiser looks to join them and by all accounts, is going to fit right in at the top! Featuring the sound you know and love in the HD 800 / 800S in a closed-back package, its pretty hard to go wrong the HD820. The Sennheiser HD 820 has incorporated concave glass covers over its drivers to deliver up to 26db in passive noise cancellation. Not only does the concave glass help reduce outside noise, it also acts as a resonance reducer by reflecting sound to a dedicated absorber. You can also see through the glass and see the inner-workings of the HD 820 which is an absolutely gorgeous pair of cans. Because of the concave glass, the closed-back design of the HD 820 makes it one of the most versatile high-end headphones on the market. Whether you are using them for musical enjoyment, mixing and mastering or on the go, the HD 820 are flexible to your needs.",""
n10eAegrGspodtsQvneRgi,"","Meze","headphones/on-ear | headphones/wired | headphones/gaming | headphones/over-ear","The 99 Classics from Meze are one of the most fun headphones on the market to listen to. The 99 Classics are not wholly neutral which is what we like about them. They have a natural sound with some coloured bass that gives them a truly addictive sound. The 99 Classics are seriously hard to put down and have become office favourites at Sang-Logium. The immaculate design of the 99 Classics really make them pop as well, making heads turn as soon as you walk into a room.There is a trend in the high-end headphone industry to make headphones looking luxurious while the sound quality does not match the price point. The 99 Classics not only look amazing, they sound far and above how they should at their price point. If you like headphones with a clean, detailed natural sound and punchy bass that isn’t over the top these are the headphones for you. Just like finger prints, wood grain is as unique, thus making each pair of Meze Headphone a one of a kind. You will love how they feel in your hands. Sturdy built and precise assembly. The ear cups are made with a satin finished wood grain. Put them on, sit back, and enjoy your favorite sound of plucked strings, upbeat grooves or thumping beats while looking classy.",""
n10eAegrGspodtsQvnmjTT,"","Kanto Living","hi-fi-audio/speakers/bookshelf-speakers","A design element in its own right, YU2 brings character and substance to your desktop. Its built-in soundcard lets you stream high-quality audio directly from your computer’s USB port, delivering sound that challenges the notion that bigger is better. Choose a color that reflects your personality and space.",""
n10eAegrGspodtsQvnmnzL,"","KEF","speakers/bookshelf","Elevate your audio experience with the KEF Q150 Passive Bookshelf Speakers. These stunning speakers offer an engaging and immersive sound, making them an essential component for any high-quality audio system. With KEF's patented Uni-Q® technology, each speaker's tweeter and woofer are positioned at the acoustic center, creating a single point source for sound. This unique design expands the listening ""sweet spot,"" resulting in a more detailed and three-dimensional sound image that fills your room. Whether you're assembling a stereo music setup or enhancing your home theater system, the KEF Q150s are a perfect choice. These bookshelf speakers provide a wide soundstage and pinpoint imaging, enveloping you in your favorite music or immersing you in the world of movies. You can use them as standalone stereo speakers or as left- and right-channel speakers in a complete KEF Q Series home theater configuration.",""
n10eAegrGspodtsQvnmskl,"","Kanto Living","hi-fi-audio/speakers/bookshelf-speakers","Satisfy your craving for powerful, full-impact sound with YU6. Armed with a formidable Class D amplifier pumping out 200-Watt peak power, YU6 will have you questioning what it really means to be loud. Its 5.25-inch Kevlar® drivers and 1-inch silk dome tweeters inject detailed sound into every square inch of living space, evoking emotions that can only be expressed with an ear-to-ear grin.",""
n10eAegrGspodtsQvy3cvI,"","SMSL","hi-fi-audio/dacs","Introducing the SMSL SU-X Balanced Desktop DAC, the latest flagship offering from SMSL that sets a new standard for desktop digital-to-analog converters. Designed for audiophiles who demand unparalleled sound quality, the SU-X is engineered with precision components to deliver an audio experience that resonates with clarity and depth. At the core of the SU-X are dual ESS ES9039MSPRO DAC chips, renowned for their exceptional audio reproduction capabilities. This dual DAC setup ensures that every track is rendered with utmost accuracy, supporting high-resolution audio files up to 32-bits and 768kHz. Immerse yourself in a listening experience where every subtle detail and texture of the music is unveiled.",""
n10eAegrGspodtsQvy3eB2,"","iFi Audio","hi-fi-audio/amplifiers","Experience crystal-clear audio with the iFi Audio GO Pod, a pair of wearable Bluetooth DAC/headphone amplifiers that make your premium in-ear monitors (IEMs) wireless. This revolutionary device is the world's first to support Hi-Res 96kHz/24bits with LDAC and Qualcomm Snapdragon Sound codecs, delivering an unparalleled wireless listening experience. When combined with a quality pair of IEMs, the GO Pod provides advanced sound quality that easily surpasses any ""true wireless"" earbuds. Effortless setup and ergonomic ear loops ensure a comfortable, immersive listening experience. The iFi Audio GO Pod delivers high quality audio with the latest Qualcomm Bluetooth codecs such as aptX HD and aptX Adaptive for sample rates of up to 96kHz, providing exceptional sound quality and clear, balanced audio. With support for all Bluetooth codecs, you can be sure your audio will be delivered at the highest resolution regardless of source device.",""
n10eAegrGspodtsQvy3ecF,"","Chord Electronics","hi-fi-audio/dacs","Using technology first seen in the flagship Chord Electronics BLU MKII digital/CD transport, the Chord Electronics Hugo M Scaler is a standalone upscaling device containing the world’s most advanced digital filter. When used with a dual-BNC-input Chord Electronics DAC, it is capable of redefining digital audio sound quality. The Hugo M Scaler is a highly advanced standalone upscaler capable of redefining sound quality from digital audio. It uses Rob Watts’ (our Digital Design Consultant’s) unique filter technology, the most advanced in the world, to upscale standard 44.1kHz digital audio up to 705.6kHz (16x CD’s 44.1kHz native resolution), ready to be passed to a suitable DAC; Hugo M Scaler extends its upscaling performance to 768kHz (from 96kHz input data) for our dual-BNC-input DACs: Qutest, Hugo 2, Hugo TT 2 and DAVE.",""
n10eAegrGspodtsQvy3fgK,"","Topping","hi-fi-audio/amplifiers","Topping L30 II is a brand new desktop headphone amplifier that is designed with an NFCA(Nested Feedback Composite Amplifier) module circuit. It produces a powerful signal amplification with a super clean performance. It is suitable for both highly sensitive IEMs and high-power requiring full-sized headphones. The Topping L30 II works flawlessly with the brand new E30 II making them a perfect stack for audiophiles! Topping has featured a newly developed redesigned NFCA(Nested Feedback Composite Amplifier) module on the L30 II. It provides powerful amplification to the audio signals easily driving most of your headphones and IEMs with ease. The amplifier achieves high-output power ratings with ultra-low noise floor and high dynamic range.",""
n10eAegrGspodtsQvy3goI,"","Burson Audio","hi-fi-audio/amplifiers","Reliable audio accessory built to last.",""
n10eAegrGspodtsQvy3jJm,"","Questyle","hi-fi-audio/amplifiers","Well-built audio equipment for home setups.",""
n10eAegrGspodtsQvy3lt9,"","Matrix Audio","hi-fi-audio/dacs","With four years of technological expertise and research, Matrix Audio is now ready to announce the X-SABRE 3 and ignite a new generation in the X-SABRE line-up. Housed in a brand-new chassis, with a new user interface and sonic capabilities, the X-SABRE 3 DAC is now transformed to function fully as a network capable streaming host. ",""
n10eAegrGspodtsQvy3xAp,"","Sennheiser","hi-fi-audio/amplifiers","The HDV 820 Digital Headphones Amplifier from Sennheiser is powered by a high-quality ESS SABRE32 DAC (digital-to-analog converter). It has a resolution of 32-bit/384 kHz sampling rate and can play DSD256 files of up to 12.3 MHz. Featuring output connectors such as 3-pin XLR, 4-pin XLR, 1/4"", and 4.4mm Pentaconn sockets, the amplifier is also equipped with several input formats to easily connect your headphones to the amplifier. The HDV 820 performs with digital sources via optical, coaxial, or USB sources and has balanced XLR and unbalanced RCA analogue inputs. This amplifier is designed to complement Sennheiser's high-end headphones range and offers higher resolution and ultra-low distortion, which opens a whole new listening experience for the most demanding audiophiles. Additionally, a power cable is also included.",""
n10eAegrGspodtsQvy4D2G,"","iFi Audio","hi-fi-audio/dacs","Audio component with solid performance.",""
n10eAegrGspodtsQvy4Df8,"","Benchmark Media Systems","hi-fi-audio/amplifiers","Benchmark Media Systems, Inc. and THX, Ltd. have partnered to introduce the Benchmark HPA4 headphone/line amplifier featuring THX Achromatic Audio Amplifier (AAA™) technology. THX AAA™ reduces harmonic, intermodulation, and crossover distortion by 20 to 40 dB to guarantee a realistic and fatigue-free listening experience. It accomplishes this using a patented feed-forward topology to null conventional distortion and noise mechanisms, resulting in the world's most linear amplifier. THX AAA allows the amplifier to reach its maximum output power and sound pressure level (SPL) without producing the distortion that normally accompanies increased output levels in traditional amplifiers.",""
n10eAegrGspodtsQvy4FrB,"","iFi Audio","hi-fi-audio/amplifiers","Well-built audio equipment for home setups.",""
n10eAegrGspodtsQvy4Nwc,"","Chord Electronics","hi-fi-audio/dacs","The Chord Hugo 2 is a powerful DAC and headphone amplifier that builds on the ground-breaking original Chord Hugo. Designed for both home and mobile use, Hugo 2 transforms headphones and audio systems’ sound quality with its cutting-edge proprietary DAC technology. In 2014, Chord introduced the Hugo, a revolutionary portable DAC and headphone amp that became a landmark product in the audio landscape. Recent advances in digital technology, including the latest FPGAs and WTA (Watts Transient Aligned) filters, have enabled Chord to introduce the next-generation version, Hugo 2, featuring flexible new features, plus next-generation technical and sonic performance.",""
n10eAegrGspodtsQvy4P4a,"","Topping","hi-fi-audio/dacs","Introducing the Topping A50 III Desktop Headphone Amplifier, the third generation of the acclaimed A50 series, available now at Sang-Logium. The A50 III builds on the solid foundation of its predecessors to deliver an unparalleled audio experience. With a Total Harmonic Distortion plus Noise (THD+N) of less than 0.00006%, a dynamic range exceeding 144dB, and an impressive output of 3500mW x 2 @32Ω, this amplifier is engineered to drive a wide range of headphones and IEMs with exceptional clarity. Featuring the advanced NFCA (Nested Feedback Composite Amplifier) module and a 3-step gain switch, the A50 III sets a new standard in audio performance. At the core of the Topping A50 III is the state-of-the-art NFCA module, which ensures top-tier DC and AC performance. This advanced technology, inherited from its predecessor, the A50s, enables the A50 III to effortlessly drive even the most demanding low-impedance headphones. With an ultra-low noise floor and substantial power output, this amplifier delivers a crystal-clear audio signal, unveiling the finest details in your music for an immersive listening experience.",""
n10eAegrGspodtsQvy4Rpc,"","Burson Audio","hi-fi-audio/dacs","Enter the world of supreme sound with the Burson Audio Soloist Voyager, a state-of-the-art Class A headphone amplifier and preamp. This TOTL (top-of-the-line) device is not just an amplifier; it’s an embodiment of Burson's relentless pursuit of audio perfection. With its innovative power supply design, including the latest v2 Silent Power modules, the Soloist Voyager ensures an astoundingly low noise level of 0.8nVrms, setting new standards in audio clarity and purity. The Soloist Voyager is Burson's testament to pushing technological possibilities. It features unique elements like Max Current Power Supplies, discrete audio opamps, new Silent Power regulators, and premium mono-channel volume controls. The meticulously designed enclosure isn't just a case but a critical component that provides essential cooling. Every aspect of the Soloist Voyager has been engineered to enhance your listening experience.",""
n10eAegrGspodtsQvy4UmJ,"","Chord Electronics","hi-fi-audio/dacs","The original Chord Mojo redefined what portable audio truly meant by unleashing the full potential of your music on the go and now Chord Electronics has made its successor, the Chord Mojo 2 Portable Headphone Amplifier and Digital to Analog Convertor. A new menu system, USB-C inputs, advanced battery technology for faster charging speeds and improved battery life, and class-leading build quality combine to make the Chord Electronics Mojo 2 the perfect companion for the modern music lover.",""
n10eAegrGspodtsQvy4Z6W,"","Topping","hi-fi-audio/dacs","The Topping A70 Pro Headphone Amplifier is one of the first desktop decoding products with a full-color screen from TOPPING. It combines user-friendly control panel and sleek UI to provide a unique experience as a headphone amplifier or preamplifier. With many notable features, it's worth trying out this top-of-the-line amplifier. Experience unparalleled sound clarity with the Topping A70 Pro Headphone Amplifier. Featuring a new three-stage feedback circuit and advanced T'ang-ku-la Module technology, this amplifier provides a dynamic range of 147 dB and significantly reduces noise and high-frequency distortion. By reducing heat generation, it increases overall reliability and lifespan while decreasing thermal noise.",""
n10eAegrGspodtsQvy4b6u,"","Ferrum Audio","hi-fi-audio/dacs","The Ferrum WANDLA GoldenSound Edition DAC stands out in the world of digital-to-analog converters with its elevated digital headroom. In an era dominated by the Loudness Wars, where modern musical tracks often suffer from minimal headroom, leading to clipping and distortion, the WANDLA GoldenSound Edition shines. Its enhanced headroom ensures that even the most dynamic transients are accurately reconstructed, allowing you to enjoy your music without the added distortion that plagues most DACs. This feature, combined with its DSP functions, allows for a tailored sound experience that meets your personal preferences. Experience an expanded soundstage and improved clarity of separation between musical elements with the WANDLA GoldenSound Edition's unique spatial enhancement feature. Powered by the Ferrum SERCE module, this enhancement is available in both Headphone Mode and Speaker Mode, ensuring a tailored experience for each use-case. Unlike other approaches that may color the sound or add unwanted effects, the WANDLA GoldenSound Edition maintains the purity of your music, providing an immersive listening experience without any additional distortion or coloration.",""
n10eAegrGspodtsQvy4cvd,"","SPL","hi-fi-audio/dacs","""Simply put, the SPL Phonitor x is the best “sounding” solid-state headphone amplifier I’ve heard."" - Ian Dunmore (@Torq) Check out Ian Dunmore's(@Torq) review of the SPL Phonitor X here!",""
